subject.auto(),number.string(),name.auto(),section.string(),crn.string(),slot.string(),days.auto(),starttime.auto(),endtime.auto(),roombuild.auto(),roomnumber.string(),type.auto(),method.auto(),associatedleclab.string(),phon.auto(),waitlist.auto(),precheck.auto(),reservelifted.auto(),attribute.auto(),credhr.string(),billhr.string(),prime_instr.auto(),secnd_instr.auto(),availto.auto(),reservefordegree.auto(),reserveformajor.auto(),reserveforminor.auto(),xlist.auto()
CLAS,3300,"Advanced Ancient Greek",001,82927,99,,,,,,LEC,IP,,"Y,Y",Y,Y,,,3,3,K Simonsen,,,,,,"MEMS 3300-001"
CLAS,3405,"Tragic Drama in Greece & Ro",001,97951,08,"M,W,F",1500,1550,,,LEC,R,,"Y,Y",Y,N,,,3,3,B Levett,,,,,,
CLAS,3500,"Ancient Athletics",001,97954,18,"T,R",1030,1145,A,1046,LEC,IP,,"Y,Y",Y,N,,,3,3,K Solez,,,,,,
CLAS,4020,"Seminar in Greek Lit/Cultur",001,95921,19,"T,R",1400,1515,A,3017,SEM,R,,"Y,Y",N,N,,,3,3,B Levett,,,,,,
CLAS,4250,"Latin Satire",001,98853,,"R",1500,1800,A,2065,SEM,IP,,"Y,Y",Y,Y,,,3,3,J Mitchell,,,,,,
CLAS,4370,"Hellesistic Poetry",001,97956,99,,,,,,SEM,IP,,"Y,Y",Y,Y,,,3,3,K Simonsen,,,,,,
CLAS,4999,"Honours Essay",001,72116,99,,,,,,HES,IP,,"Y,Y",N,Y,,,3,3,,,,,,,
CMST,2000,"Critical Apprch to Pop Cult",001,84862,05,"M,W,F",1200,1250,C,4036,LEC,IP,,"Y,Y",Y,N,,,3,3,J Citrome,,,,,,
CMST,2001,"Intro to Communication Theo",001,81976,18,"T,R",1030,1145,SN,1019,LEC,IP,,"Y,Y",Y,N,,,3,3,D Avery,,,,,,
CMST,3001,"Media and Urban Life",001,96560,19,"T,R",1400,1515,SN,3060,LEC,IP,,"Y,Y",Y,N,,,3,3,D Avery,,,,,,
CMST,3816,"Television",056,93109,31,"T",1900,2130,A,3018,LEC,IP,,"N,N",Y,Y,,,3,3,S White,,,,,,
CMST,4000,"Advanced Communications The",001,98462,14,"M,W",1530,1645,C,4036,LEC,IP,,"Y,Y",Y,Y,,,3,3,S Thorne,,,,,,
CMST,4001,"Sem Mass Commun. & Visual C",001,96720,20,"T,R",1530,1645,A,3017,SEM,IP,,"Y,Y",Y,N,,,3,3,D Avery,,,,,,
CMST,4003,"Copyright,Creativity & Cult",001,98464,13,"M,W",1400,1515,ED,4008,LEC,IP,,"Y,Y",Y,Y,,,3,3,S Thorne,,,,,,
CMST,4402,"Producing the Documentary",001,88773,18,"T,R",1030,1145,A,3020,LEC,IP,,"N,N",Y,Y,,,3,3,P Walsh,,,,,,
COMP,1001,"Intro to Programming",001,87522,20,"T,R",1530,1645,IIC,2001,LEC,IP,"003,004","Y,Y",Y,N,Y,Q,3,3,G Miminis,,,"BS,BS","MATH,PHYS",,
COMP,1001,"Intro to Programming",002,97093,07,"M,W,F",1400,1450,EN,1054,LEC,IP,"056","Y,Y",Y,N,,Q,3,3,S McIntyre,,,,,,
COMP,1001,"Laboratory",003,98518,65,"F",1400,1650,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,G Miminis,,,,,,
COMP,1001,"Laboratory",004,98299,42,"T",0900,1150,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,G Miminis,,,,,,
COMP,1001,"Laboratory",056,98300,83,"W",1900,2150,CS,1009,LAB,IP,"002","Y,Y",N,N,,Q,0,NA,S McIntyre,,,,,,
COMP,1002,"Intro to Logic for Comp Sci",001,86879,16,"T,R",1200,1250,ED,1020,LEC,IP,"002,057,056,003","Y,Y",Y,N,,Q,3,3,A Fiech,,,,,,
COMP,1002,"Laboratory",002,98303,43,"W",0900,1150,CS,1009,LAB,IP,"001","Y,Y",Y,N,,Q,0,NA,A Fiech,,,,,,
COMP,1002,"Laboratory",003,98304,44,"R",0900,1150,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,A Fiech,,,,,,
COMP,1002,"Laboratory",056,98305,81,"M",1900,2150,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,A Fiech,,,,,,
COMP,1002,"Laboratory",057,98306,82,"T",1900,2150,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,A Fiech,,,,,,
COMP,1003,"Foundations of Computing Sy",001,92196,05,"M,W,F",1200,1250,SN,2109,LEC,IP,"003,002","Y,Y",Y,Y,,Q,3,3,S Anthony,,,,,,
COMP,1003,"Laboratory",002,94098,64,"R",1400,1650,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,S Anthony,,,,,,
COMP,1003,"Laboratory",003,97555,45,"F",0900,1150,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,S Anthony,,,,,,
COMP,2001,"Obj-Orient Prgm Human Comp",001,88652,18,"T,R",1030,1145,EN,2007,LEC,IP,"002","Y,Y",Y,Y,Y,Q,3,3,X Jiang,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,2001,"Laboratory",002,98308,61,"M",1400,1650,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,X Jiang,,,,,,
COMP,2002,"Data Strctrs & Algorithms",001,88655,03,"M,W,F",1000,1050,EN,2007,LEC,IP,"002","Y,Y",Y,Y,Y,Q,3,3,Q Ye,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP,COMP",
COMP,2002,"Laboratory",002,98310,63,"W",1400,1650,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,Q Ye,,,,,,
COMP,2003,"Computer Architecture",001,88657,04,"M,W,F",1100,1150,EN,2007,LEC,IP,"002","Y,Y",Y,Y,Y,Q,3,3,R Arunthavana,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,2003,"Laboratory",002,98312,62,"T",1400,1650,CS,1009,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,R Arunthavana,,,,,,
COMP,2004,"Intro to Operating Systems",001,88659,05,"M,W,F",1200,1250,EN,2040,LEC,IP,,"Y,Y",Y,Y,Y,Q,3,3,V Prado da Fo,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,2005,"Software Engineering",001,88683,16,"T,R",1200,1250,EN,1054,LEC,IP,,"Y,Y",Y,Y,Y,Q,3,3,M Hatcher,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,2006,"Computer Networking",001,88687,,"M",1300,1350,EN,2040,LEC,IP,,"Y,Y",Y,Y,Y,Q,1,1,M Hatcher,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,2007,"Intro to Inform Management",001,88694,,"T",1300,1350,EN,2040,LEC,IP,,"Y,Y",Y,Y,Y,Q,1,1,M Hatcher,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,2008,"Social Issues & Prof Practi",001,88693,,"R",1300,1350,EN,2040,LEC,IP,"007,taught,on,Monda","Y,Y",Y,Y,Y,Q,1,1,M Hatcher,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,3100,"Web Programming",001,91270,02,"M,W,F",0900,0950,C,2004,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,E Brown,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,3201,"Nature-Inspired Computing",001,98314,04,"M,W,F",1100,1150,EN,2040,LEC,IP,,"Y,Y",Y,Y,Y,Q,3,3,M Hatcher,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,3202,"Intro to Machine Learning",001,90450,20,"T,R",1530,1645,EN,2043,LEC,IP,,"Y,Y",Y,Y,Y,Q,3,3,K Popuri,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP","COMP 6915-001"
COMP,3300,"Interactive Technologies",001,98316,05,"M,W,F",1200,1250,EN,1051,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,N Nasr Esfaha,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,3600,"Alg. Design & Analysis",001,98711,17,"T,R",0900,1015,EN,2040,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,H Wareham,,,"BA,BAH,BS,BSH,BA,BAH,BS,BSH,BA,BAH,BS,BSH,BA,BAH","COMP,COMP,COMP,COMP,CSDC,CSDC,CSDC,CSDC,CSSS,CSSS,CSSS,CSSS,CSVG,CSVG","COMP",
COMP,3700,"Industrial Experience",001,63029,99,,,,,,INT,IP,,"A,A",N,N,,Q,0,NA,,,,,,,
COMP,4301,"Computer Vision",001,90962,03,"M,W,F",1000,1050,EN,2040,LEC,IP,"002","Y,Y",Y,Y,,Q,3,3,M Hamilton,,,,,,"ECE  8410-001"
COMP,4301,"Laboratory",002,98318,91,"M",1700,1850,CSF,2112,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,M Hamilton,,,,,,
COMP,4303,"AI in Computer Games",001,92202,18,"T,R",1030,1145,EN,1054,LEC,R,,"Y,Y",Y,Y,Y,Q,3,3,D Churchill,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,4304,"Data Visualization",001,98322,08,"M,W,F",1500,1550,C,2004,LEC,IP,,"Y,Y",Y,Y,Y,Q,3,3,T Tricco,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP",
COMP,4742,"Computational Complexity",001,98324,09,"M,W,F",1600,1650,EN,1054,LEC,IP,,"Y,Y",Y,Y,Y,Q,3,3,N Fleming,,,"BA,BAH,BS,BS,BSH,BS,BS,BS","COMP,COMP,COMP,COMP,CSDC,CSSS,CSVG","COMP","COMP 6902-001"
COMP,4780,"Honours Project",001,60314,99,,,,,,HES,IS,,"D,D",N,N,N,Q,3,3,,,,"BAH,BSH","COMP,COMP",,
CRIM,2400,"Introduction to Policing",056,96060,20,"T,R",1530,1645,A,1046,LEC,IP,,"Y,Y",Y,N,,,3,3,C Whitten,,,,,,
CRIM,3290,"Deviance",056,96109,31,"T",1900,2130,A,2071,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Baker,,,,,,"SOCI 3290-056"
CRIM,3395,"Criminal Justice",056,96746,30,"M",1900,2130,A,1045,LEC,IP,,"Y,Y",Y,Y,,W,3,3,C Whitten,,,,,,"SOCI 3395-056"
CRIM,4212,"Sociology of Policing",056,96162,G25,"M,W",1730,1845,A,4049,SEM,IP,,"Y,Y",Y,Y,,,3,3,A Peters,,,,,,"SOCI 4212-056"
CRIM,4212,"Sociology of Policing",057,96165,31,"T",1900,2130,A,4049,SEM,IP,,"Y,Y",Y,Y,,,3,3,A Peters,,,,,,"SOCI 4212-057"
EASC,1000,"Earth Systems",001,96607,02,"M,W,F",0900,0950,ER,3010,LEC,IP,"003,005,004","Y,Y",Y,Y,,,3,3,P Belley,J Han,,,,,
EASC,1000,"Earth Systems",002,65929,05,"M,W,F",1200,1250,ER,3010,LEC,IP,"003,005,004","Y,Y",Y,Y,,,3,3,P Belley,J Han,,,,,
EASC,1000,"Laboratory",003,71335,61,"M",1400,1650,ER,3006,LAB,IP,"001,002","Y,Y",N,N,,,0,NA,A Langille,,,,,,
EASC,1000,"Laboratory",004,71342,44,"R",0900,1150,ER,3006,LAB,IP,"001,002","Y,Y",N,N,,,0,NA,A Langille,,,,,,
EASC,1000,"Laboratory",005,96608,64,"R",1400,1650,ER,3006,LAB,IP,"001,002","Y,Y",N,N,,,0,NA,A Langille,,,,,,
EASC,1002,"Cncpts/Mthds in Earth Scien",001,65283,04,"M,W,F",1100,1150,ER,3010,LEC,IP,"003,002","Y,Y",Y,Y,,,3,3,S Deemer,,,,,,
EASC,1002,"Laboratory",002,65940,62,"T",1400,1650,ER,3006,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Langille,,,,,,
EASC,1002,"Laboratory",003,96609,63,"W",1400,1650,ER,3006,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Langille,,,,,,
EASC,2031,"Mineralogy & Petrography",001,60630,17,"T,R",0900,1015,ER,3007,LEC,IP,"002","Y,Y",Y,Y,,,3,3,A Indares,,,,,,
EASC,2031,"Laboratory",002,97601,62,"T",1400,1650,ER,3007,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Indares,,,,,,
EASC,2401,"Structural Geology",001,72181,04,"M,W,F",1100,1150,ER,3005,LEC,IP,"002","Y,Y",Y,Y,,,3,3,E Thiessen,,,,,,
EASC,2401,"Laboratory",002,97602,65,"F",1400,1650,ER,3010,LAB,IP,"001","Y,Y",N,N,,,0,NA,E Thiessen,,,,,,
EASC,2919,"Introduction to Marine Geol",002,98847,02,"M,W,F",0900,0950,ER,3007,LEC,IP,,"Y,Y",Y,Y,,,3,3,P Trela,,,,,,"OCSC 2200-002"
EASC,3170,"Geophys for Nat Resource Se",001,67736,18,"T,R",1030,1145,ER,3005,LEC,IP,"002","Y,Y",Y,Y,,,3,3,A Malcolm,,,,,,
EASC,3170,"Laboratory",002,97603,64,"R",1400,1650,ER,3005,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Malcolm,,,,,,
EASC,3179,"Math Mthds for Geophysics",001,61453,03,"M,W,F",1000,1050,ER,3016,LEC,IP,"002","Y,Y",Y,Y,,,3,3,M Slawinski,,,,,,
EASC,3179,"Laboratory",002,97604,63,"W",1400,1650,ER,3016,LAB,IP,"001","Y,Y",N,N,,,0,NA,M Slawinski,,,,,,
EASC,3610,"Hydrogeology",001,84853,02,"M,W,F",0900,0950,ER,3005,LEC,IP,"002","Y,Y",Y,Y,,,3,3,T Cheng,,,,,,
EASC,3610,"Laboratory",002,97605,61,"M",1400,1650,ER,3010,LAB,IP,"001","Y,Y",N,N,,,0,NA,T Cheng,,,,,,
EASC,3702,"Lith/Diag & Sed Rock Prprts",001,97607,04,"M,W,F",1100,1150,ER,3007,LEC,IP,"002","Y,Y",Y,Y,,,3,3,K Azmy,,,,,,
EASC,3702,"Laboratory",002,97608,65,"F",1400,1650,ER,3007,LAB,IP,"001","Y,Y",N,N,,,0,NA,K Azmy,,,,,,
EASC,3811,"Paleontology",001,92377,03,"M,W,F",1000,1050,ER,3009,LEC,IP,"002","Y,Y",Y,Y,,,3,3,H Corlett,,,,,,"BIOL 3811-001"
EASC,3811,"Laboratory",002,97609,63,"W",1400,1650,ER,3010,LAB,IP,"001","Y,Y",N,N,,,0,NA,H Corlett,,,,,,
EASC,4053,"Petrogenesis Igneous Rck",001,97612,03,"M,W,F",1000,1050,ER,3007,LEC,IP,"002","Y,Y",Y,Y,,,3,3,S Denyszyn,,,,,,
EASC,4053,"Laboratory",002,97613,63,"W",1400,1650,ER,3007,LAB,IP,"001","Y,Y",N,N,,,0,NA,S Denyszyn,,,,,,
EASC,4171,"Exploration Geophys III",001,60643,03,"M,W,F",1000,1050,ER,4054,LEC,IP,"002","Y,Y",Y,Y,,,3,3,J Welford,,,,,,"EASC 6171-001"
EASC,4171,"Laboratory",002,97614,63,"W",1400,1650,ER,4042,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Welford,,,,,,
EASC,4173,"Adv Elec/Electmgntc&Pot Fld",001,63337,18,"T,R",1030,1145,ER,4054,LEC,IP,"002","Y,Y",Y,Y,,,3,3,C Farquharson,,,,,,
EASC,4173,"Laboratory",002,97615,64,"R",1400,1650,ER,4042,LAB,IP,"001","Y,Y",N,N,,,0,NA,C Farquharson,,,,,,
EASC,4211,"Economic Geology",001,95070,04,"M,W,F",1100,1150,ER,4054,LEC,IP,"002","Y,Y",Y,Y,,,3,3,J Jamieson,,,,,,
EASC,4211,"Laboratory",002,97616,65,"F",1400,1650,ER,3005,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Jamieson,,,,,,
EASC,4502,"Advanced Geochemistry",001,97618,17,"T,R",0900,1015,ER,3005,LEC,IP,"002","Y,Y",Y,Y,,,3,3,M Babechuk,,,,,,
EASC,4502,"Laboratory",002,97619,62,"T",1400,1650,ER,3005,LAB,IP,"001","Y,Y",N,N,,,0,NA,M Babechuk,,,,,,
EASC,4702,"Laboratory",002,97620,61,"M",1400,1650,ER,3007,LAB,IP,"003,001","Y,Y",N,N,,,0,NA,L Beranek,,,,,,
EASC,4702,"Sediment Basins&Hydrocarbon",003,98760,06,"M,T,R",1300,1350,ER,3007,LEC,IP,"002","Y,Y",Y,Y,,,3,3,L Beranek,,,,,,
EASC,499A,"Dissertation",001,60645,99,,,,,,DST,IS,,"N,N",N,N,,,0,3,,,,,,,
EASC,499B,"Dissertation",001,60646,99,,,,,,DST,IS,,"N,N",N,N,,,6,3,,,,,,,
ECON,1010,"Intro to Microeconomics",001,88339,13,"M,W",1400,1515,ED,2018,LEC,IP,,"Y,Y",Y,N,,Q,3,3,S Raza,,,,,,
ECON,1010,"Intro to Microeconomics",002,88341,10,"M,W",0900,1015,SN,2109,LEC,IP,,"Y,Y",Y,N,,Q,3,3,D Ghahremanlo,,,,,,
ECON,1010,"Intro to Microeconomics",003,96646,18,"T,R",1030,1145,ED,3034,LEC,IP,,"Y,Y",Y,N,,Q,3,3,A Coffin,,,,,,
ECON,1010,"Intro to Microeconomics",056,88346,30,"M",1900,2130,A,1043,LEC,IP,,"Y,Y",Y,N,,Q,3,3,W Wiseman,,,,,,
ECON,1020,"Intro to Macroeconomics",001,88348,03,"M,W,F",1000,1050,ED,3034,LEC,IP,,"Y,Y",Y,N,,Q,3,3,S Khattab,,,,,,
ECON,1020,"Intro to Macroeconomics",002,88350,07,"M,W,F",1400,1450,ED,2018,LEC,IP,,"Y,Y",Y,N,,Q,3,3,S Khattab,,,,,,
ECON,1020,"Intro to Macroeconomics",003,96749,17,"T,R",0900,1015,ED,2018,LEC,IP,,"Y,Y",Y,N,,Q,3,3,K Chu,,,,,,
ECON,1020,"Intro to Macroeconomics",056,88356,31,"T",1900,2130,ED,2018,LEC,IP,,"Y,Y",Y,N,,Q,3,3,A Coffin,,,,,,
ECON,299W,"Work Term I",001,74769,99,,,,,,WRK,IP,,"A,A",Y,N,N,,0,NA,,,,,"ECEO",,
ECON,3001,"Intermed Micro Theory II",001,87304,13,"M,W",1400,1515,A,2065,LEC,IP,,"Y,Y",Y,Y,,,3,3,N Masoudi,,,,,,
ECON,3011,"Intermed Macro Theory II",001,78518,10,"M,W",0900,1015,ED,1005,LEC,IP,,"Y,Y",Y,Y,,,3,3,K Chu,,,,,,
ECON,399W,"Work Term II",001,75087,99,,,,,,WRK,IP,,"A,A",N,Y,N,,0,NA,,,,,"ECEO",,
ECON,4085,"Advanced Environmental Econ",001,95988,12,"M,W",1230,1345,A,1045,LEC,IP,,"Y,Y",Y,Y,,,3,3,R Martinez-Es,N Mas,,,,,"ECON 6022-002"
ECON,4120,"App Welfare Econ/Cost Be",001,95987,11,"M,W",1030,1145,ED,4034,LEC,IP,,"Y,Y",Y,Y,,,3,3,R Martinez-Es,,,,,,
ECON,4200,"Game Theory",001,97590,23,"T,R",1230,1345,A,1045,LEC,IP,,"Y,Y",Y,Y,,,3,3,N Masoudi,,,,,,
ECON,4551,"Econometrics 2",002,99214,14,"M,W",1530,1645,A,1043,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Messacar,,,,,,
ECON,4999,"Honours Essay",001,64285,99,,,,,,DST,IP,,"Y,Y",N,N,N,,3,3,,,,,"ECON",,
ECON,499W,"Work Term III",001,67425,99,,,,,,WRK,IP,,"A,A",N,Y,N,,0,NA,,,,,"ECEO",,
ED,2040,"Basic Interpersonal Com",001,97444,,"T",1400,1700,ED,5012,LEC,IP,,"Y,Y",N,N,,,3,3,P Luby-Coughl,,,,,,
ED,2520,"Voice & Choral Methods",002,98832,,"R",1200,1500,ED,3023,LEC,IP,,"Y,Y",N,N,,,3,3,D Buley,,"MO",,,,
ED,3131,"Music Educ Prim/Elem Grades",001,96960,,"M,W",1045,1230,ED,3023,LEC,IP,,"Y,Y",N,N,,,3,3,B Tuinstra,,"C4",,,,
ED,3273,"Science in Prim/Elem Grades",001,96832,,"M,W",1045,1230,ED,3049,LEC,IP,,"Y,Y",N,N,,,3,3,S Azam,,"F2",,,,
ED,3312,"Lang Arts Prim/Elem School",001,98468,,"T,R",0845,1030,ED,4014,LEC,IP,,"Y,Y",N,N,,,3,3,J Buley,,"C2",,,,
ED,3322,"Childrens Lit Prim/Elem Sch",001,96834,,"W",1330,1700,ED,4014,LEC,IP,,"Y,Y",N,N,,,3,3,A Burke,,"F2",,,,
ED,3322,"Childrens Lit Prim/Elem Sch",002,99204,,"W",1330,1700,ED,3011,LEC,IP,,"Y,Y",N,N,,,3,3,G Bartlett,,"F2",,,,
ED,3543,"Lang Arts Prim/Elem Sch II",001,96836,,"M,W",0845,1030,ED,5012,LEC,IP,,"Y,Y",N,Y,,,3,3,A Doyle,,"C4",,,,
ED,3600,"Academic & Behavioural Asse",056,98738,,"R",1800,2100,ED,4014,LEC,IP,,"Y,Y",Y,N,N,,3,3,D Penney,,,,"EDSP",,
ED,3925,"Int/Sec School Music Method",001,95135,,"W",1600,1900,ED,3023,LEC,IP,,"Y,Y",N,N,N,,3,3,K Bennett,,,"BME",,,
ED,3940,"Mathematics In P & E Grades",001,92861,,"M,W",0845,1030,ED,4009,LEC,IP,,"Y,Y",N,N,,,3,3,M Stordy,,"C2",,,,
ED,3940,"Mathematics In P & E Grades",002,96839,,"T,R",1045,1230,ED,4009,LEC,IP,,"Y,Y",N,N,,,3,3,M Stordy,,"C4",,,,
ED,3940,"Mathematics In P & E Grades",003,98528,,"T,R",0845,1030,ED,4009,LEC,IP,,"Y,Y",N,N,,,3,3,M Stordy,,"F2",,,,
ED,3962,"Social Studies Prim/Elem Sc",001,96844,,"M,W",1330,1515,ED,4009,LEC,IP,,"Y,Y",N,N,,,3,3,D Fillier,,"C4",,,,
ED,3962,"Social Studies Prim/Elem Sc",002,96841,,"T,R",1045,1230,ED,5012,LEC,IP,,"Y,Y",N,N,N,,3,3,D Vaandering,,"F2","BEDPE","EDPB",,
ED,4242,"Ident& Remediation/Learn Di",001,92681,,"T,R",1045,1230,ED,3048,LEC,IP,,"Y,Y",Y,Y,,,3,3,T Coley,,"C2",,,,
ED,4242,"Ident& Remediation/Learn Di",002,96962,,"T,R",0845,1030,ED,3049,LEC,IP,,"Y,Y",N,Y,,,3,3,T Coley,,"C4",,,,
ED,4242,"Ident& Remediation/Learn Di",003,97493,,"M,W",0845,1030,ED,4014,LEC,IP,,"Y,Y",N,Y,,,3,3,T Coley,,"F2",,,,
ED,4242,"Ident& Remediation/Learn Di",004,98758,,"T",1530,1830,ED,3049,LEC,IP,,"Y,Y",N,Y,,,3,3,D King,,,,,,
ED,4242,"Ident& Remediation/Learn Di",004,98758,AIL,"LE,TO:",1,,,,LEC,IP,,"Y,Y",N,Y,,,3,3,D King,,,,,,
ED,4362,"Sociological Perspctv Tch/L",001,65982,,"M,W",1100,1230,ED,4014,LEC,IP,,"Y,Y",N,Y,,,3,3,C Morrison,,"C6",,,,
ED,4383,"Philosophy of Tching/Learni",002,98825,,"M,W",1400,1530,ED,3049,LEC,IP,,"Y,Y",N,Y,,,3,3,W Okshevsky,,,,,,
ED,4425,"Intro To Educ Admin",001,84401,,"M,W",0915,1045,ED,4008,LEC,IP,,"Y,Y",N,Y,,,3,3,R Neville,,"C6",,,,
ED,4540,"Incl Prac Stud Speech/Lang",056,98701,,"T",1800,2100,ED,4014,LEC,IP,,"Y,Y",Y,N,N,,3,3,K Lawlor,,,"BSE",,,
ED,4830,"Music Education Seminar",001,92809,,"T",1200,1500,ED,3023,LEC,IP,,"Y,Y",N,N,N,,3,3,B Tuinstra,,,"BME",,,
ED,5000,"Teacher Development Seminar",001,95227,99,,,,,,SEM,IP,,"Y,Y",N,N,N,,0,NA,E Wade,,,"BIS","EDIS",,
ED,5000,"Teacher Development Seminar",002,95229,99,,,,,,SEM,IP,,"Y,Y",N,N,N,,0,NA,E Wade,,,"BIS","EDIS",,
ED,5000,"Teacher Development Seminar",003,95231,99,,,,,,SEM,IP,,"Y,Y",N,N,N,,0,NA,E Wade,,,"BIS,BIS","EDIC,EDIS",,
ED,5000,"Teacher Development Seminar",004,98767,99,,,,,,SEM,IP,,"Y,Y",N,N,,,0,NA,,,"S2",,,,
ED,5001,"Teacher Dev Sem P/E",001,98699,,"M",1330,1500,ED,3048,SEM,IP,,"Y,Y",N,N,,,0,NA,A Moghaddam,J Viv,"F2",,,,
ED,5001,"Teacher Dev Sem P/E",002,98698,,"M",1330,1500,ED,5012,SEM,IP,,"Y,Y",N,N,,,0,NA,J Rideout,,"F2",,,,
ECE,5000,"Electrical Engineering Desi",001,94633,,"T,R",1300,1415,EN,4035,LEC,IP,"002","Y,Y",N,Y,N,,3,3,M Iqbal,,,,"ENEL",,
ECE,5000,"Laboratory",002,98336,,"M,F",0900,1200,CSF,2103,LAB,IP,"001","Y,Y",N,N,,,0,NA,M Iqbal,,,,,,
ECE,5010,"Software Design",001,94645,05,"M,W,F",1200,1250,EN,4034,LEC,IP,"002","Y,Y",N,Y,N,,3,3,A Vardy,,"E5","BE","ENCM",,
ECE,5010,"Laboratory",002,98337,,"R",0900,1200,EN,4034,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Vardy,,,,,,
ECE,5100,"Probability & Random Proces",001,94319,08,"M,W,F",1500,1550,EN,1054,LEC,IP,,"Y,Y",N,Y,N,,3,3,E Karami,,,,"ENCM,ENEL",,
ECE,5200,"Control Systems I",001,94637,07,"M,W,F",1400,1450,EN,2007,LEC,IP,"002","Y,Y",N,Y,N,,3,3,S O'Young,,"E5","BE,BE","ENCM,ENEL",,
ECE,5200,"Laboratory",002,98338,,"M",0900,1200,CSF,3103,LAB,IP,"001","Y,Y",N,N,,,0,NA,S O'Young,,,,,,
ECE,5300,"Electronic Circuits II",001,94639,,"T,R",1430,1545,EN,2007,LEC,IP,"002","Y,Y",N,Y,N,,3,3,V Masek,,"E5","BE","ENEL",,
ECE,5300,"Laboratory",002,98339,,"R",0900,1200,CSF,2103,LAB,IP,"001","Y,Y",N,N,,,0,NA,V Masek,,,,,,
ECE,5400,"Algorithms: Correct/Complex",001,94643,,"T,R",1430,1545,EN,1051,LEC,IP,,"Y,Y",N,Y,N,,3,3,R Shahidi,,,,"ENCM",,
ECE,5500,"Digital Systems",001,94641,,"T,R",1300,1415,EN,1000,LEC,IP,"002","Y,Y",N,Y,N,,3,3,T Wanasinghe,,"E5,E8","BE,BE","ENCM,ENEL",,
ECE,5500,"Laboratory",002,98340,,"F",0900,1200,CSF,2112,LAB,IP,"001","Y,Y",N,N,,,0,NA,T Wanasinghe,,,,,,
ECE,5700,"Basic Electromagnetics",001,94635,05,"M,W,F",1200,1250,EN,1001,LEC,IP,,"Y,Y",N,Y,N,,3,3,T Wanasinghe,,"E5","BE","ENEL",,
